CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Smallest PPT,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,GF Permit Application ID,Location,X Coordinate,Y Coordinate
LINK-001542,Manhattan,107,6,40.796566,-73.970619,Live,120285,2617 BROADWAY,10025,mn-07-120285,11/02/2016,10/03/2016,Upper West Side,1056410,1018700052,1018700,WEST 99 STREET,WEST 98 STREET,SW,,"(40.796566, -73.970619)",992384.9874176825,229488.80335571244
LINK-000516,Manhattan,105,3,40.754171,-73.991871,Live,108433,550 8 AVENUE,10018,mn-05-108433,04/06/2016,03/12/2016,Midtown-Midtown South,1014453,1007870001,1010900,WEST 37 STREET,WEST 38 STREET,NE,,"(40.754171, -73.991871)",986502.1843343928,214041.6212569289
LINK-002057,Manhattan,109,7,40.827044,-73.950226,Live,134828,3559 BROADWAY,10031,mn-09-134828,09/18/2017,08/25/2017,Hamilton Heights,1062381,1020920036,1022900,WEST 146 STREET,WEST 145 STREET,SW,,"(40.82704355, -73.95022615)",998025.0332145395,240595.41098388657
LINK-010811,Manhattan,105,3,40.742081,-73.993261,Live,122270,688 6 AVENUE,10010,mn-05-122270,07/06/2018,02/12/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1015555,1008230079,1005800,WEST 22 STREET,WEST 21 STREET,SE,,"(40.74208082, -73.99326129)",986117.3356713456,209636.747701291
LINK-020239,Manhattan,106,4,40.756945,-73.971614,Live,120627,132 EAST 51 STREET,10022,mn-06-120627,10/20/2017,07/18/2017,Turtle Bay-East Midtown,1036458,1013057501,1010000,LEXINGTON AVENUE,3 AVENUE,MIDBLOCK,,"(40.75694469, -73.971614)",992114.1704387729,215053.33638432994
LINK-014075,Manhattan,105,3,40.746116,-73.990792,Live,108540,100 WEST 28 STREET,10001,mn-05-108540,02/04/2019,02/24/2018,Midtown-Midtown South,1015082,1008030043,1009500,6 AVENUE,7 AVENUE,SW,,"(40.74611567, -73.99079235)",986801.3387604002,211106.83456508815
LINK-001159,Queens,402,26,40.743823,-73.926455,Live,143422,38-18 QUEENS BOULEVARD,11101,qu-02-143422,02/02/2017,11/19/2016,Hunters Point-Sunnyside-West Maspeth,4003170,4002230036,4017900,39 STREET,38 STREET,SW,,"(40.743823, -73.926455)",1004629.211278205,210279.96253956482
LINK-002682,Manhattan,101,1,40.716033,-74.002570,Live,123431,45 LAFAYETTE STREET,10013,mn-01-123431,07/21/2016,07/12/2016,SoHo-TriBeCa-Civic Center-Little Italy,1001831,1001680032,1003100,CATHERINE LANE,WORTH STREET,SE,,"(40.716033, -74.00257)",983537.5596495058,200146.65418447554
LINK-013681,Manhattan,108,4,40.780716,-73.958721,Live,121058,50 EAST 86 STREET,10028,mn-08-121058,05/11/2018,03/04/2018,Upper East Side-Carnegie Hill,1046840,1014970052,1015001,MADISON AVENUE,PARK AVENUE,SE,,"(40.78071593, -73.95872117)",995681.969965164,223715.4081962444
LINK-012579,Manhattan,105,3,40.746619,-73.990241,Live,134444,831 6 AVENUE,10001,mn-05-134444,02/07/2018,10/15/2017,Midtown-Midtown South,1015123,1008040042,1009500,WEST 29 STREET,WEST 28 STREET,SW,,"(40.74661929, -73.99024141)",986953.9777464257,211290.3359852247
LINK-011768,Brooklyn,308,35,40.670147,-73.950397,Live,127030,791 NOSTRAND AVENUE,11216,bk-08-127030,02/23/2017,02/03/2017,Crown Heights North,3032652,3012620001,3031702,EASTERN PARKWAY,LINCOLN PLACE,NE,,"(40.670147, -73.950397)",998010.1190156967,183432.9194912687
LINK-012570,Manhattan,104,3,40.742700,-73.996800,Live,134553,180 7 AVENUE,10011,mn-04-134553,02/28/2018,08/19/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1014037,1007700041,1008700,WEST 21 STREET,WEST 20 STREET,SW,,"(40.74269967, -73.99679984)",985136.774682472,209862.158820685
LINK-013485,Brooklyn,301,33,40.708780,-73.959183,Live,126207,268 BROADWAY,11211,bk-01-126207,01/31/2018,11/17/2017,North Side-South Side,3334852,3021410001,3052500,HAVEMEYER STREET,MARCY AVENUE,SE,,"(40.70877985, -73.95918257)",995566.3998543354,197506.73775117844
LINK-000313,Manhattan,106,4,40.750156,-73.974741,Live,121527,639 3 AVENUE,10017,mn-06-121527,07/01/2016,06/11/2016,Turtle Bay-East Midtown,1037545,1013150001,1008800,EAST 41 STREET,EAST 42 STREET,SE,,"(40.750156, -73.974741)",991248.5671333958,212579.73149086908
LINK-010862,Manhattan,106,5,40.757604,-73.963593,Live,121694,1021 1 AVENUE,10022,mn-06-121694,03/06/2018,10/20/2017,Turtle Bay-East Midtown,1039972,1013480023,1010800,EAST 56 STREET,EAST 55 STREET,SW,,"(40.75760431, -73.96359345)",994336.115544504,215294.47921551391
LINK-012689,Manhattan,104,3,40.765789,-73.990852,Live,135163,764 10 AVENUE,10019,mn-04-135163,11/08/2017,09/23/2017,Clinton,1026733,1010610061,1013300,WEST 52 STREET,WEST 51 STREET,SE,,"(40.76578851, -73.99085201)",986784.0591145696,218274.2883530669
LINK-000533,Manhattan,104,3,40.761073,-73.987251,Live,108148,300 WEST 48 STREET,10036,mn-04-108148,04/15/2016,03/06/2016,Clinton,1025105,1010380036,1012700,8 AVENUE,9 AVENUE,SW,,"(40.76107343, -73.98725149)",987781.6790892745,216556.5541301556
LINK-006880,Queens,406,29,40.717960,-73.836805,Live,145786,112-04 QUEENS BOULEVARD,11375,qu-06-145786,04/18/2017,03/11/2017,Forest Hills,4079775,4033397501,4076901,75 ROAD,76 AVENUE,SE,81453,"(40.71796031, -73.83680527)",1029488.5530795839,200890.9616508931
LINK-000463,Manhattan,104,3,40.743919,-73.999645,Live,134912,211 8 AVENUE,10011,mn-04-134912,05/30/2017,04/30/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1013268,1007440043,1008900,WEST 21 STREET,WEST 20 STREET,SW,,"(40.74391929, -73.9996452)",984348.3144273664,210306.48925368488
LINK-013711,Manhattan,106,2,40.741593,-73.978363,Live,121439,519 2 AVENUE,10016,mn-06-121439,12/05/2017,10/07/2017,Murray Hill-Kips Bay,1019902,1009090034,1006600,EAST 28 STREET,EAST 29 STREET,SW,,"(40.74159316, -73.97836301)",990245.7794011001,209459.74632929265
LINK-000562,Manhattan,104,3,40.759746,-73.988114,Live,122579,731 8 AVENUE,10036,mn-04-122579,04/15/2016,03/11/2016,Clinton,1081654,1010360036,1012100,WEST 45 STREET,WEST 46 STREET,SW,,"(40.75974624, -73.98811386)",987542.8450902865,216072.98174010962
LINK-013464,Brooklyn,302,33,40.687210,-73.981719,Live,127256,320 SCHERMERHORN STREET,11217,bk-02-127256,11/21/2017,08/10/2017,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000573,3001730001,3003900,NEVINS STREET,3 STREET,SE,,"(40.68721034, -73.9817194)",989319.8322839495,189646.21824274585
LINK-013384,Manhattan,112,10,40.851620,-73.932187,Live,120655,1495 ST. NICHOLAS AVENUE,10033,mn-12-120655,02/20/2018,11/22/2017,Washington Heights North,1063962,1021660016,1027100,WEST 184 STREET,WEST 185 STREET,SW,,"(40.85162018, -73.93218652)",1003010.6116371986,249552.94291859865
LINK-014647,Manhattan,110,9,40.819293,-73.941018,Installed,119941,2430 ADAM CLAYTON POWELL JR. BOULEVARD,10030,mn-10-119941,,02/25/2018,Central Harlem North-Polo Grounds,1086083,1020270025,1023000,WEST 142 STREET,WEST 141 STREET,NW,,"(40.8192929, -73.94101785)",1000575.3535150525,237773.15018954128
LINK-013727,Manhattan,106,4,40.752476,-73.970116,Live,121540,866 2 AVENUE,10017,mn-06-121540,02/01/2019,05/19/2018,Turtle Bay-East Midtown,1038895,1013390001,1009000,EAST 46 STREET,EAST 47 STREET,NE,,"(40.752476, -73.970116)",992529.7377326037,213425.38568258286
LINK-002118,Manhattan,112,7,40.837104,-73.942288,Live,100190,565 WEST 162 STREET,10032,mn-12-100190,03/06/2018,11/11/2017,Washington Heights South,1062922,1021220048,1024500,BROADWAY,AMSTERDAM AVENUE,NE,,"(40.837104, -73.942288)",1000219.5202214473,244262.15098849684
LINK-001557,Manhattan,107,7,40.799331,-73.968232,Live,107810,2704 BROADWAY,10025,mn-07-107810,07/07/2016,06/11/2016,Upper West Side,1056563,1018757501,1019100,WEST 103 STREET,WEST 104 STREET,NE,,"(40.79933067, -73.96823224)",993045.4662680929,230496.29957173392
LINK-014190,Manhattan,103,1,40.720188,-73.993068,Live,107871,18 DELANCEY STREET,10002,mn-03-107871,10/28/2016,10/16/2016,Chinatown,1005696,1004250038,1001800,CHRYSTIE AVENUE,BOWERY STREET,NW,,"(40.72018834, -73.99306771)",986171.6090289296,201660.63730152696
LINK-002070,Manhattan,109,7,40.830209,-73.947911,Live,120356,3659 BROADWAY,10031,mn-09-120356,07/20/2016,07/15/2016,Hamilton Heights,1062450,1020970034,1023700,WEST 151 STREET,WEST 150 STREET,SW,,"(40.83020903, -73.94791148)",998664.9378596024,241749.08366844058
LINK-018117,Brooklyn,303,36,40.679815,-73.937627,Live,145760,1591 FULTON STREET,11216,bk-03-145760,04/10/2017,03/02/2017,Stuyvesant Heights,3053698,3018590033,3027300,MARCUS GARVEY BOULEVARD,ALBANY AVENUE,NW,81527,"(40.67981536, -73.937627)",1001550.0718764722,186957.6428821124
LINK-018405,Staten Island,502,50,40.597715,-74.083828,Live,145732,1232 HYLAN BOULEVARD,10305,si-02-145732,02/28/2017,02/19/2017,Grasmere-Arrochar-Ft. Wadsworth,5047236,5032200006,5006400,PARKINSON AVENUE,BEND,SW,81703,"(40.59771508, -74.08382835)",960970.3473926234,157051.26451164111
LINK-000330,Manhattan,106,4,40.753149,-73.972868,Live,139745,730 3 AVENUE,10017,mn-06-139745,12/14/2017,07/29/2017,Turtle Bay-East Midtown,1036195,1013000033,1009200,EAST 45 STREET,EAST 46 STREET,SW,,"(40.753149, -73.972868)",991767.1856297614,213670.33320711553
LINK-000450,Manhattan,104,3,40.741621,-74.001321,Live,134551,139 8 AVENUE,10011,mn-04-134551,06/28/2017,05/26/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1013054,1007400037,1008300,WEST 17 STREET,WEST 16 STREET,SW,,"(40.74162142, -74.00132086)",983883.9794998831,209469.30460997298
LINK-010785,Manhattan,103,2,40.725004,-73.987039,Live,123294,150 EAST 4 STREET,10009,mn-03-123294,05/17/2018,03/10/2018,East Village,1005760,1004310014,1003200,1 AVENUE,AVENUE A,SE,,"(40.72500355, -73.98703948)",987842.3558909192,203415.1564457789
LINK-001786,Bronx,204,8,40.827655,-73.923906,Live,101603,895 WALTON AVENUE,10452,bx-04-101603,05/11/2017,02/18/2017,West Concourse,2002919,2024760057,2019500,EAST 161 STREET,EAST 164 STREET,NW,,"(40.82765532, -73.92390599)",1005309.0059342878,240823.5343803391
LINK-014609,Bronx,205,14,40.849486,-73.910931,Live,119631,1876 JEROME AVENUE,10453,bx-05-119631,07/13/2017,04/22/2017,Mount Hope,2008231,2028520001,2023301,MOUNT HOPE PLACE,EAST 177 STREET,NE,,"(40.849486, -73.910931)",1008891.7439727024,248780.64608916268
LINK-011116,Queens,404,21,40.748878,-73.871463,Live,136657,94-26 ROOSEVELT AVENUE,11372,qu-04-136657,09/08/2017,07/22/2017,Elmhurst,4311592,4015890096,4046500,95 STREET,94 STREET,SW,,"(40.74887831, -73.87146338)",1019864.5970644755,212139.34857564792
LINK-000316,Manhattan,106,4,40.750960,-73.974467,Live,121362,660 3 AVENUE,10017,mn-06-121362,02/29/2016,02/07/2016,Turtle Bay-East Midtown,1036161,1012970033,1009200,EAST 42 STREET,EAST 43 STREET,NW,,"(40.75095973, -73.97446736)",991324.2998208752,212872.5782135576
LINK-007872,Manhattan,106,4,40.757975,-73.966421,Live,121780,1043 2 AVENUE,10022,mn-06-121780,12/15/2017,10/07/2017,Turtle Bay-East Midtown,1038575,1013280021,1010800,EAST 55 STREET,EAST 54 STREET,SW,,"(40.7579749, -73.96642136)",993552.6161514744,215429.18426814303
LINK-000452,Manhattan,104,3,40.742046,-74.000711,Live,135231,158 8 AVENUE,10011,mn-04-135231,06/28/2017,05/26/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1068028,1007677501,1008100,WEST 18 STREET,WEST 17 STREET,SE,,"(40.74204648, -74.00071086)",984053.0164644568,209624.16552092135
LINK-001078,Brooklyn,309,40,40.660852,-73.960581,Live,126569,535 FLATBUSH AVENUE,11225,bk-09-126569,03/07/2017,02/17/2017,Prospect Lefferts Gardens-Wingate,3114678,3050280006,3079801,LINCOLN ROAD,BEEKMAN PLACE,SE,,"(40.660852, -73.960581)",995186.5508604749,180045.05376011133
LINK-021395,Queens,409,32,40.695913,-73.838810,Live,145879,108-25 JAMAICA AVENUE,11418,qu-09-145879,08/14/2017,07/15/2017,Richmond Hill,4192172,4092040043,4012800,108 STREET,109 STREET,NW,81799,"(40.69591252, -73.83880988)",1028947.6449936754,192857.27351460233
LINK-022142,Brooklyn,314,40,40.648607,-73.957820,Live,145949,9 SNYDER AVENUE,11226,bk-14-145949,03/01/2019,09/17/2017,Erasmus,3117218,3051030001,3079400,FLATBUSH AVENUE,BEDFORD AVENUE,MIDBLOCK,81925,"(40.64860712, -73.95781959)",995954.8346089305,175584.26169243827
LINK-001356,Queens,401,26,40.751953,-73.927493,Live,136651,36-02 NORTHERN BOULEVARD,11101,qu-01-136651,04/09/2018,03/09/2018,Hunters Point-Sunnyside-West Maspeth,4003101,4002140016,4017100,36 STREET,STANDARD LANE,SE,,"(40.751953, -73.927493)",1004339.1313143516,213241.74175310507
LINK-008303,Manhattan,103,2,40.728126,-73.985083,Live,108269,145 1 AVENUE,10003,mn-03-108269,06/05/2017,04/02/2017,East Village,1079781,1004500029,1003800,EAST 9 STREET,ST MARKS PLACE,SW,,"(40.728126, -73.985083)",988384.4530930483,204552.84811365232
LINK-013712,Manhattan,106,2,40.739137,-73.980148,Live,121446,435 2 AVENUE,10010,mn-06-121446,01/16/2019,08/09/2018,Murray Hill-Kips Bay,1019793,1009050032,1006600,EAST 25 STREET,EAST 24 STREET,SW,,"(40.73913724, -73.98014812)",989751.3142258053,208564.8596587591
LINK-000366,Manhattan,106,4,40.761095,-73.967076,Live,133433,974 3 AVENUE,10022,mn-06-133433,09/28/2016,08/13/2016,Turtle Bay-East Midtown,1086160,1013137501,1011203,EAST 59 STREET,EAST 58 STREET,NW,,"(40.76109516, -73.96707578)",993370.8885620527,216565.92817421257
LINK-013736,Manhattan,105,2,40.745142,-73.982506,Live,121567,101 EAST 31 STREET,10016,mn-05-121567,08/03/2017,06/30/2017,Murray Hill-Kips Bay,1018457,1008870001,1007200,PARK AVENUE,LEXINGTON AVENUE,NE,,"(40.74514234, -73.98250633)",989097.3747581654,210752.5692462772
LINK-001756,Staten Island,502,50,40.595456,-74.086210,Live,125479,1351 HYLAN BOULEVARD,10305,si-02-125479,07/19/2018,07/12/2018,Old Town-Dongan Hills-South Beach,5048984,5033230001,5009601,OLD TOWN ROAD,DUMONT AVENUE,SW,,"(40.59545604, -74.08620985)",960308.1802952128,156228.88093202934
LINK-011729,Brooklyn,308,36,40.675965,-73.950008,Live,145032,656 NOSTRAND AVENUE,11216,bk-08-145032,03/08/2017,02/03/2017,Crown Heights North,3030663,3012190035,3031500,BERGEN STREET,ST MARKS AVENUE,SW,,"(40.675965, -73.950008)",998116.8198415153,185552.6438215673
LINK-000522,Manhattan,104,3,40.755281,-73.991371,Live,122078,589 8 AVENUE,10018,mn-04-122078,04/11/2016,03/06/2016,Clinton,1013646,1007620042,1011500,WEST 38 STREET,WEST 39 STREET,SW,,"(40.75528084, -73.99137086)",986640.7110501901,214445.9852500707
LINK-011621,Bronx,206,17,40.846522,-73.893398,Live,144410,1961 ARTHUR AVENUE,10457,bx-06-144410,08/24/2018,05/17/2018,East Tremont,2011973,2030680047,2037504,EAST TREMONT AVENUE,EAST 178 STREET,NW,,"(40.84652245, -73.89339767)",1013743.8100009849,247706.33110865206
LINK-011110,Manhattan,103,2,40.723807,-73.988224,Live,139058,29 1 AVENUE,10003,mn-03-139058,02/09/2018,08/26/2017,East Village,1006092,1004430030,1003602,EAST 1 STREET,EAST 2 STREET,SW,,"(40.72380705, -73.98822418)",987514.0431002465,202979.18814850226
LINK-013172,Manhattan,110,9,40.805615,-73.950557,Live,137852,1995 ADAM CLAYTON POWELL JR. BOULEVARD,10026,mn-10-137852,01/20/2017,12/06/2016,Central Harlem South,1057585,1019040061,1022000,WEST 120 STREET,WEST 119 STREET,SE,,"(40.805615, -73.950557)",997937.876344169,232788.1697287485
LINK-000134,Manhattan,105,4,40.748139,-73.988101,Live,122053,1256 BROADWAY,10001,mn-05-122053,04/10/2017,11/12/2016,Midtown-Midtown South,1015805,1008330011,1007600,WEST 32 STREET,WEST 31 STREET,NE,,"(40.74813894, -73.9881009)",987547.0098800027,211844.06654283777
LINK-010844,Manhattan,102,3,40.738278,-74.005671,Live,123585,623 HUDSON STREET,10014,mn-02-123585,01/17/2019,08/07/2018,West Village,1011645,1006260012,1007900,JANE STREET,HORATIO STREET,NW,,"(40.73827778, -74.00567121)",982678.3850726708,208251.15869693086
LINK-012575,Manhattan,106,2,40.740612,-73.979079,Live,134611,481 2 AVENUE,10016,mn-06-134611,01/17/2019,04/23/2018,Murray Hill-Kips Bay,1019879,1009080027,1006600,EAST 27 STREET,EAST 28 STREET,NW,,"(40.74061156, -73.97907885)",990047.4999476554,209102.07010323554
LINK-006150,Manhattan,107,6,40.798538,-73.969279,Live,120273,240 WEST 102 STREET,10025,mn-07-120273,08/04/2016,07/20/2016,Upper West Side,1056518,1018730052,1018700,BROADWAY,WEST END AVENUE,SW,,"(40.798538, -73.96927886)",992755.7923042708,230207.3988822326
LINK-012661,Manhattan,105,3,40.745494,-73.990775,Live,133688,800 6 AVENUE,10001,mn-05-133688,12/27/2017,09/24/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1088723,1008290001,1005800,WEST 27 STREET,WEST 28 STREET,NE,,"(40.74549407, -73.99077541)",986806.0564971848,210880.3662913181
LINK-020599,Bronx,201,17,40.822338,-73.909427,Live,146065,844 ST. ANN'S AVENUE,10456,bx-01-146065,04/19/2018,03/04/2018,Melrose South-Mott Haven North,2004358,2026190010,2007100,EAST 161 STREET,EAST 159 STREET,SE,82118,"(40.82233792, -73.90942748)",1009317.9332311462,238890.02467486635
LINK-000067,Bronx,205,15,40.860215,-73.893059,Live,116218,2461 WEBSTER AVENUE,10458,bx-05-116218,05/25/2016,05/12/2016,Bedford Park-Fordham North,2011078,2030260059,2039902,EAST 188 STREET,EAST 189 STREET,MIDBLOCK,,"(40.86021467, -73.89305944)",1013831.2983174466,252695.0403916128
LINK-007148,Manhattan,105,4,40.766649,-73.979350,Live,122633,936 7 AVENUE,10019,mn-05-122633,10/25/2016,09/18/2016,Midtown-Midtown South,1024918,1010300029,1013700,WEST 59 STREET,WEST 58 STREET,SW,,"(40.76664932, -73.9793497)",989970.2078489484,218588.45183523
LINK-000658,Manhattan,106,4,40.749503,-73.977195,Live,138218,129 EAST 39 STREET,10016,mn-06-138218,02/24/2018,08/05/2017,Murray Hill-Kips Bay,1019477,1008950028,1008000,LEXINGTON AVENUE,3 AVENUE,NE,,"(40.74950281, -73.9771946)",990568.8047136893,212341.56683647633
LINK-012782,Manhattan,107,6,40.788832,-73.970335,Live,135898,609 COLUMBUS AVENUE,10024,mn-07-135898,05/21/2018,02/26/2018,Upper West Side,1031543,1012030001,1017300,WEST 90 STREET,WEST 89 STREET,SE,,"(40.78883163, -73.9703352)",992464.5200093435,226670.93180331215
LINK-000947,Manhattan,107,6,40.779331,-73.981990,Live,133410,2095 BROADWAY,10023,mn-07-133410,04/27/2016,03/29/2016,Lincoln Square,1030519,1011640037,1015900,WEST 73 STREET,WEST 72 STREET,SW,,"(40.77933083, -73.98198995)",989237.8991165118,223208.58859161288
LINK-013019,Bronx,201,8,40.806820,-73.917657,Live,119011,548 EAST 138 STREET,10454,bx-01-119011,07/26/2018,06/05/2018,Mott Haven-Port Morris,2000047,2022650045,2002500,ST ANN'S AVENUE,BROOK AVENUE,SW,,"(40.80681954, -73.9176574)",1007045.4376502743,233233.8772554472
LINK-021069,Queens,402,26,40.748497,-73.949855,Live,146061,10-50 44 Drive,11101,qu-02-146061,05/31/2018,01/17/2018,Hunters Point-Sunnyside-West Maspeth,4000429,4000510024,4000700,11 STREET,10 STREET,SW,82045,"(40.748497, -73.949855)",998144.1317675253,211978.2722185254
LINK-013690,Manhattan,107,6,40.780148,-73.976932,Live,121161,338 COLUMBUS AVENUE,10024,mn-07-121161,06/05/2018,02/09/2018,Upper West Side,1030178,1011480014,1016100,WEST 76 STREET,WEST 77 STREET,NW,,"(40.78014761, -73.97693216)",990638.5800917979,223506.49759370834
LINK-013676,Manhattan,108,5,40.765995,-73.957578,Live,120963,363 EAST 69 STREET,10021,mn-08-120963,01/08/2018,10/25/2017,Lenox Hill-Roosevelt Island,1044821,1014440023,1012600,1 AVENUE,2 AVENUE,NW,,"(40.76599549, -73.95757799)",996001.1653390346,218352.41114636138
LINK-014273,Queens,409,30,40.691902,-73.863262,Live,114647,78-14 JAMAICA AVENUE,11421,qu-09-114647,08/09/2017,05/20/2017,Woodhaven,4183391,4089140007,4000400,79 STREET,78 STREET,MIDBLOCK,,"(40.69190229, -73.86326155)",1022169.5405070272,191384.69991984963
LINK-012188,Manhattan,105,4,40.762210,-73.981881,Live,137157,159 WEST 52 STREET,10019,mn-05-137157,04/04/2018,06/11/2017,Midtown-Midtown South,1023159,1010050001,1013100,7 AVENUE,6 AVENUE,NE,,"(40.7622099, -73.98188075)",989269.4324082931,216970.86959780753
LINK-000032,Brooklyn,306,39,40.677620,-73.979738,Live,125930,168 5 AVENUE,11217,bk-06-125930,04/03/2017,02/24/2017,Park Slope-Gowanus,3019560,3009490044,3013100,DEGRAW STREET,SACKETT STREET,SW,,"(40.67761961, -73.97973799)",989870.1529096419,186152.15878348798
LINK-014181_Old,Manhattan,107,6,40.789445,-73.973867,Live,107815,590 AMSTERDAM AVENUE,10024,mn-07-107815,05/24/2017,04/15/2017,Upper West Side,1033297,1012360034,1017500,WEST 89 STREET,WEST 88 STREET,SW,,"(40.78944465, -73.9738668)",991486.5132624788,226893.9645678401
LINK-001495,Manhattan,107,6,40.791943,-73.973425,Live,121253,214 WEST 92 STREET,10025,mn-07-121253,07/07/2016,05/27/2016,Upper West Side,1033598,1012390044,1017900,BROADWAY,AMSTERDAM AVENUE,SE,,"(40.791943, -73.973425)",991608.5754256521,227804.23626423627
LINK-018105,Brooklyn,303,36,40.679987,-73.949473,Live,145837,505 NOSTRAND AVENUE,11216,bk-03-145837,06/09/2017,04/28/2017,Crown Heights North,3053750,3018610001,3024700,FULTON STREET,HERKIMER STREET,MIDBLOCK,81515,"(40.679987, -73.949473)",998264.3733234938,187018.0589015931
LINK-010997,Manhattan,112,10,40.846875,-73.935653,Installed,134789,1341 ST. NICHOLAS AVENUE,10033,mn-12-134789,,12/06/2017,Washington Heights South,1063551,1021440045,1026300,WEST 177 STREET,WEST 178 STREET,NW,,"(40.84687477, -73.93565287)",1002052.9154918339,247823.2870301269
LINK-000963,Manhattan,107,6,40.782528,-73.980586,Live,121221,2182 BROADWAY,10024,mn-07-121221,06/27/2016,05/25/2016,Upper West Side,1088838,1011690016,1016300,WEST 77 STREET,WEST 78 STREET,NE,,"(40.78252808, -73.98058629)",989626.3858131834,224373.5381158553
LINK-010897,Manhattan,111,9,40.800781,-73.946241,Live,120070,1421 5 AVENUE,10035,mn-11-120070,01/25/2017,10/15/2016,East Harlem North,1051665,1016220001,1018400,EAST 116 STREET,EAST 117 STREET,NE,,"(40.8007812, -73.94624056)",999133.9269260186,231027.75072627142
