CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Smallest PPT,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,GF Permit Application ID,Location,X Coordinate,Y Coordinate
LINK-014052,Brooklyn,308,35,40.670647,-73.950352,Live,126832,777 NOSTRAND AVENUE,11216,bk-08-126832,02/23/2017,02/03/2017,Crown Heights North,3032653,3012620004,3031702,LINCOLN PLACE,EASTERN PARKWAY,SE,,"(40.67064687, -73.95035244)",998022.3769615766,183615.04330414534
LINK-018410,Staten Island,502,50,40.589032,-74.101684,Live,145826,1678 RICHMOND ROAD,10304,si-02-145826,05/25/2017,04/10/2017,Old Town-Dongan Hills-South Beach,5050604,5035310009,5011401,DONGAN HILLS AVENUE,BUEL AVENUE,SE,81708,"(40.589032, -74.101684)",956008.0525059198,153893.05084115267
LINK-001558,Manhattan,107,7,40.799630,-73.967970,Live,120392,234 WEST 104 STREET,10025,mn-07-120392,11/02/2016,10/14/2016,Upper West Side,1056574,1018750046,1019100,BROADWAY,AMSTERDAM AVENUE,SE,,"(40.7996299, -73.96796962)",993118.137393418,230605.3459857218
LINK-000900,Manhattan,111,8,40.791282,-73.944218,Live,132877,210 EAST 106 STREET,10029,mn-11-132877,03/22/2016,03/02/2016,East Harlem South,1052429,1016550045,1017000,3 AVENUE,2 AVENUE,SE,,"(40.7912824, -73.94421805)",999696.086097034,227567.35872797295
LINK-000945,Manhattan,107,6,40.778607,-73.982178,Live,108166,2077 BROADWAY,10023,mn-07-108166,05/24/2016,05/05/2016,Lincoln Square,1081034,1011637503,1015900,WEST 72 STREET,WEST 71 STREET,SW,,"(40.77860683, -73.98217819)",989185.8195504422,222944.80028107762
LINK-002078,Manhattan,112,7,40.835546,-73.944011,Live,111616,3823 BROADWAY,10032,mn-12-111616,05/21/2018,02/25/2018,Washington Heights South,1063349,1021370001,1024500,WEST 159 STREET,WEST 160 STREET,NW,,"(40.835546, -73.944011)",999743.1107943723,243694.20441566408
LINK-014444,Manhattan,110,9,40.815696,-73.947002,Live,119882,2504 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119882,10/25/2016,10/03/2016,Central Harlem North-Polo Grounds,1058819,1019390061,1022600,WEST 134 STREET,WEST 133 STREET,SE,,"(40.81569589, -73.94700174)",998919.8977461329,236461.571573738
LINK-000905,Manhattan,111,8,40.794911,-73.942397,Live,107915,2022 3 AVENUE,10029,mn-11-107915,07/20/2016,07/02/2016,East Harlem South,1052207,1016390034,1017200,EAST 111 STREET,EAST 112 STREET,NW,,"(40.79491138, -73.94239654)",1000199.594791964,228889.84774363786
LINK-001011,Brooklyn,302,33,40.696070,-73.991264,Live,126247,280 CADMAN PLAZA WEST,11201,bk-02-126247,03/03/2017,02/13/2017,Brooklyn Heights-Cobble Hill,3001939,3002390016,3000502,CLINTON STREET,PIERREPONT STREET,SW,,"(40.69607044, -73.99126379)",986672.5263184609,192873.80453209206
LINK-000486,Manhattan,104,3,40.766940,-73.983155,Live,133373,301 WEST 57 STREET,10019,mn-04-133373,07/21/2016,07/19/2016,Clinton,1076205,1010487503,1013900,8 AVENUE,9 AVENUE,NW,,"(40.76693979, -73.98315529)",988916.0253077148,218694.05406005308
LINK-012770,Manhattan,108,5,40.765665,-73.957409,Live,135088,1284 1 AVENUE,10065,mn-08-135088,05/11/2018,12/07/2017,Lenox Hill-Roosevelt Island,1045578,1014630045,1011600,EAST 69 STREET,EAST 68 STREET,SE,,"(40.76566545, -73.95740873)",996048.1098918316,218232.1894302927
LINK-000363,Manhattan,106,4,40.760457,-73.967538,Live,138438,954 3 AVENUE,10022,mn-06-138438,03/18/2016,02/27/2016,Turtle Bay-East Midtown,1036912,1013120033,1011203,EAST 57 STREET,EAST 58 STREET,NW,,"(40.76045676, -73.9675385)",993242.7889581426,216333.29029942676
LINK-012540,Manhattan,109,7,40.827925,-73.945775,Live,135244,1800 AMSTERDAM AVENUE,10031,mn-09-135244,01/12/2018,10/19/2017,Hamilton Heights,1062098,1020810029,1023300,WEST 150 STREET,WEST 149 STREET,NW,,"(40.82792507, -73.94577543)",999256.5817631037,240917.3121062033
LINK-013203,Queens,401,22,40.766386,-73.920459,Live,125132,32-04 30 AVENUE,11102,qu-01-125132,07/10/2017,05/06/2017,Astoria,4008549,4006160034,4006300,32 STREET,33 STREET,SE,,"(40.76638612, -73.92045929)",1006283.1488368965,218501.88847523555
LINK-000913,Manhattan,111,8,40.802661,-73.936734,Live,142952,2266 3 AVENUE,10035,mn-11-142952,03/30/2016,03/02/2016,East Harlem North,1054456,1017720134,1019600,EAST 123 STREET,EAST 124 STREET,NW,,"(40.8026609, -73.93673443)",1001765.3146662409,231714.3491962999
LINK-011094,Manhattan,108,5,40.766952,-73.956465,Live,135082,1320 1 AVENUE,10021,mn-08-135082,03/06/2018,12/07/2017,Lenox Hill-Roosevelt Island,1045808,1014650001,1012400,EAST 71 STREET,EAST 70 STREET,SE,,"(40.76695173, -73.95646462)",996309.4027045894,218700.9522965625
LINK-018409,Staten Island,502,50,40.587385,-74.103708,Live,145825,1755 RICHMOND ROAD,10304,si-02-145825,05/25/2017,04/10/2017,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5022931,5008870028,5018100,SEAVER AVENUE,DONGAN HILLS AVENUE,NW,81707,"(40.58738523, -74.10370822)",955445.1309532651,153293.75056193396
LINK-011667,Bronx,207,14,40.862685,-73.907548,Live,144372,2338 LORING PLACE NORTH,10468,bx-07-144372,05/11/2017,04/07/2017,Kingsbridge Heights,2014947,2032250108,2025500,WEST FORDHAM ROAD,WEST 183 STREET,SE,,"(40.862685, -73.907548)",1009822.6057435755,253590.51548253745
LINK-018040,Queens,406,29,40.726495,-73.853138,Live,145846,100-26 QUEENS BOULEVARD,11375,qu-06-145846,08/16/2017,05/20/2017,Forest Hills,4075137,4031700031,4071306,67 ROAD,67 AVENUE,SW,81460,"(40.726495, -73.853138)",1024955.8141526391,203992.39500511065
LINK-012691,Manhattan,104,3,40.765875,-73.991057,Live,134867,769 10 AVENUE,10019,mn-04-134867,02/23/2018,09/23/2017,Clinton,1088274,1010800028,1013500,WEST 52 STREET,WEST 51 STREET,SW,,"(40.7658753, -73.99105738)",986727.166917609,218305.9029444754
LINK-018037,Queens,404,25,40.733342,-73.870838,Live,145788,90-20 QUEENS BOULEVARD,11373,qu-04-145788,04/10/2017,03/11/2017,Elmhurst,4457337,4028570074,4047500,WOODHAVEN BOULEVARD,57 AVENUE,SW,81457,"(40.7333421, -73.87083775)",1020046.2910643476,206479.27505082637
LINK-002533,Brooklyn,302,35,40.686961,-73.976371,Live,126807,56 LAFAYETTE AVENUE,11217,bk-02-126807,01/09/2017,11/11/2016,Fort Greene,3059247,3021130022,3003500,FORT GREENE PLACE,ST FELIX STREET,SE,,"(40.68696059, -73.97637079)",990803.208308879,189555.58188772202
LINK-011428,Queens,403,21,40.757446,-73.866434,Live,125402,102-02 NORTHERN BOULEVARD,11368,qu-03-125402,06/29/2018,04/28/2018,North Corona,4042582,4017170001,4037900,102 STREET,103 STREET,SE,,"(40.75744562, -73.86643426)",1021253.2923377908,215262.77809692174
LINK-010618,Manhattan,104,3,40.751234,-74.005146,Live,143655,260 11 AVENUE,10001,mn-04-143655,10/06/2017,06/10/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1012389,1006980001,1009900,WEST 27 STREET,WEST 26 STREET,SE,,"(40.75123392, -74.0051459)",982824.237129145,212971.48535707593
LINK-012822,Queens,403,21,40.749090,-73.871817,Live,139617,37-65 95 STREET,11372,qu-03-139617,02/21/2018,10/19/2017,Jackson Heights,4036632,4014830058,4027300,ROOSEVELT AVENUE,37 AVENUE,NE,,"(40.74908967, -73.87181741)",1019766.3907269111,212216.2099983357
LINK-001490,Manhattan,107,6,40.790818,-73.974810,Live,121295,2431 BROADWAY,10024,mn-07-121295,06/27/2016,05/27/2016,Upper West Side,1033386,1012377502,1017500,WEST 90 STREET,WEST 89 STREET,SW,,"(40.790818, -73.97481)",991225.1889958407,227394.24668487906
LINK-012611,Queens,404,25,40.747153,-73.887926,Live,136653,77-14 ROOSEVELT AVENUE,11372,qu-04-136653,08/25/2017,07/08/2017,Elmhurst,4036780,4014880006,4026700,78 STREET,77 STREET,SW,,"(40.74715289, -73.88792592)",1015304.0056471267,211504.45858999342
LINK-008837,Manhattan,105,4,40.744742,-73.985367,Live,121634,15 EAST 29 STREET,10016,mn-05-121634,11/21/2016,10/29/2016,Midtown-Midtown South,1016928,1008590015,1007400,MADISON AVENUE,5 AVENUE,NW,,"(40.744742, -73.985367)",988304.7272935795,210606.5672368668
LINK-020598,Bronx,203,17,40.822519,-73.910690,Live,146043,871 BROOK AVENUE,10451,bx-03-146043,04/24/2018,01/14/2018,Morrisania-Melrose,2001203,2023650029,2014100,3 AVENUE,EAST 161 STREET,NW,82117,"(40.82251879, -73.91069013)",1008968.4000610015,238955.5633283481
LINK-010317,Bronx,205,14,40.853764,-73.907899,Live,111414,8 WEST BURNSIDE AVENUE,10453,bx-05-111414,01/17/2017,12/06/2016,University Heights-Morris Heights,2008401,2028630032,2024300,JEROME AVENUE,DAVIDSON AVENUE,MIDBLOCK,,"(40.853764, -73.907899)",1009728.9351011597,250340.15105707198
LINK-010722,Manhattan,102,3,40.727803,-74.005232,Live,123590,56 KING STREET,10014,mn-02-123590,02/13/2019,07/31/2018,SoHo-TriBeCa-Civic Center-Little Italy,1008117,1005190070,1003700,VARICK STREET,6 AVENUE,SE,,"(40.72780341, -74.00523226)",982799.7996680408,204435.00982873142
LINK-010634,Manhattan,107,6,40.788705,-73.976411,Live,134318,2373 BROADWAY,10024,mn-07-134318,11/15/2017,09/10/2017,Upper West Side,1076251,1012347501,1017500,WEST 86 STREET,WEST 87 STREET,NW,,"(40.7887051, -73.97641054)",990782.2018287039,226624.32120103016
LINK-011622,Brooklyn,308,35,40.682133,-73.973933,Live,127080,27 6 AVENUE,11217,bk-08-127080,02/14/2018,12/08/2017,Prospect Heights,3027605,3011280004,3016100,PACIFIC STREET,DEAN STREET,NE,,"(40.68213254, -73.97393282)",991479.866282228,187796.77498636022
LINK-010754,Manhattan,106,4,40.756174,-73.967829,Live,121789,252 EAST 52 STREET,10022,mn-06-121789,02/04/2019,02/03/2018,Turtle Bay-East Midtown,1038476,1013250031,1009800,2 AVENUE,3 AVENUE,SW,,"(40.75617415, -73.96782908)",993162.8627999867,214772.9660431929
LINK-000173,Manhattan,105,4,40.762593,-73.983077,Live,133505,206 WEST 52 STREET,10019,mn-05-133505,10/28/2016,10/01/2016,Midtown-Midtown South,1024818,1010230029,1013100,BROADWAY,7 AVENUE,SW,,"(40.7625933, -73.9830769)",988938.0454598503,217110.48853955418
LINK-018200,Queens,402,26,40.746089,-73.945246,Live,145792,23-03 JACKSON AVENUE,11101,qu-02-145792,03/29/2017,03/11/2017,Hunters Point-Sunnyside-West Maspeth,4000690,4000800004,4001900,DAVIS STREET,PEARSON STREET,NE,81600,"(40.74608863, -73.94524605)",999421.7238144417,211101.59059327096
LINK-000944,Manhattan,107,6,40.778148,-73.982255,Live,133652,2061 BROADWAY,10023,mn-07-133652,08/03/2017,06/30/2017,Lincoln Square,1030418,1011630030,1015900,WEST 71 STREET,WEST 72 STREET,NW,,"(40.77814804, -73.98225464)",989164.6802877091,222777.643308267
LINK-005211,Manhattan,109,7,40.818371,-73.952755,Live,111948,1500 AMSTERDAM AVENUE,10031,mn-09-111948,07/21/2016,07/14/2016,Manhattanville,1059764,1019880029,1022301,WEST 134 STREET,WEST 135 STREET,NW,,"(40.818371, -73.952755)",997326.8721154651,237435.2990211919
LINK-010764,Manhattan,104,3,40.763385,-73.992870,Live,122466,703 10 AVENUE,10036,mn-04-122466,12/04/2017,10/07/2017,Clinton,1026998,1010760036,1012900,WEST 48 STREET,WEST 47 STREET,NW,,"(40.76338512, -73.99286971)",986225.2129597242,217398.60216165334
LINK-019782,Queens,401,26,40.751498,-73.934157,Live,145946,30-25 NORTHERN BOULEVARD,11101,qu-01-145946,01/09/2018,09/16/2017,Queensbridge-Ravenswood-Long Island City,4000000,4004020001,4003100,40 AVENUE,40 ROAD,NE,81764,"(40.75149813, -73.93415739)",1002492.7889280958,213074.5598244518
LINK-011111,Manhattan,107,6,40.787698,-73.971413,Live,134640,574 COLUMBUS AVENUE,10024,mn-07-134640,04/30/2018,02/26/2018,Upper West Side,1032247,1012180036,1017300,WEST 88 STREET,WEST 87 STREET,SW,,"(40.78769783, -73.97141311)",992166.1693069979,226257.7503549233
LINK-005435,Bronx,204,8,40.831543,-73.922645,Live,145687,1049 GERARD AVENUE,10452,bx-04-145687,01/17/2017,08/27/2016,West Concourse,2002938,2024770015,2019500,EAST 165 STREET,EAST 164 STREET,SW,81371,"(40.831543, -73.92264499)",1005656.7365961173,242240.2640988268
LINK-000835,Manhattan,108,4,40.767234,-73.962290,Live,120988,1175 3 AVENUE,10065,mn-08-120988,03/30/2016,02/27/2016,Lenox Hill-Roosevelt Island,1043902,1014237501,1011800,EAST 68 STREET,EAST 69 STREET,NE,,"(40.76723406, -73.96228982)",994695.7644228337,218803.0661617592
LINK-021385,Queens,409,32,40.693166,-73.853678,Live,145984,91-03 JAMAICA AVENUE,11421,qu-09-145984,03/29/2018,10/14/2017,Woodhaven,4585192,4088700066,4001400,91 STREET,92 STREET,NE,81789,"(40.693166, -73.853678)",1024826.425423585,191849.39993165433
LINK-011198,Queens,404,21,40.747742,-73.882270,Live,136365,83-20 ROOSEVELT AVENUE,11372,qu-04-136365,09/07/2017,08/19/2017,Elmhurst,4037071,4015030001,4026901,BAXTER STREET,84 STREET,SE,,"(40.74774238, -73.88227031)",1016870.7987151846,211721.2840677239
LINK-012038,Brooklyn,301,34,40.714446,-73.945948,Live,126861,691 METROPOLITAN AVENUE,11211,bk-01-126861,04/24/2018,09/23/2017,East Williamsburg,3068728,3027590001,3049700,MANHATTAN AVENUE,GRAHAM AVENUE,NE,,"(40.71444574, -73.94594832)",999234.2460937405,199572.97955886647
LINK-013508,Queens,401,22,40.764273,-73.915958,Live,125113,37-20 30 AVENUE,11103,qu-01-125113,06/26/2017,04/22/2017,Astoria,4010592,4006590050,4006300,38 STREET,37 STREET,SW,,"(40.76427257, -73.9159581)",1007530.7379377316,217733.0169659853
LINK-006031,Manhattan,109,9,40.817656,-73.953007,Live,120563,1481 AMSTERDAM AVENUE,10031,mn-09-120563,09/28/2016,08/05/2016,Manhattanville,1059645,1019710001,1021303,WEST 133 STREET,WEST 134 STREET,NE,,"(40.817656, -73.953007)",997257.2611729142,237174.7612806931
LINK-000022,Brooklyn,317,45,40.638560,-73.953603,Live,126527,1339 FLATBUSH AVENUE,11226,bk-17-126527,05/11/2018,12/18/2017,Erasmus,3120360,3052110064,3079000,FOSTER STREET,BEDFORD STREET,NE,,"(40.63855961, -73.95360324)",997126.7875862903,171924.27178064734
LINK-019892,Queens,401,26,40.756724,-73.914383,Live,145953,45-18 BROADWAY,11103,qu-01-145953,01/10/2018,09/30/2017,Astoria,4012439,4007080040,4016100,46 STREET,45 STREET,SW,81891,"(40.75672431, -73.9143831)",1007969.7219141141,214983.36231741682
LINK-001155,Queens,402,26,40.743221,-73.921257,Live,142124,43-02 QUEENS BOULEVARD,11104,qu-02-142124,02/02/2017,11/19/2016,Hunters Point-Sunnyside-West Maspeth,4001992,4001680026,4018300,43 STREET,44 STREET,SE,,"(40.743221, -73.921257)",1006069.7662125232,210061.88687053695
LINK-021901,Manhattan,108,4,40.768423,-73.961381,Live,120982,201 EAST 70 STREET,10021,mn-08-120982,03/06/2018,11/04/2017,Lenox Hill-Roosevelt Island,1043920,1014250001,1012600,3 AVENUE,2 AVENUE,NE,,"(40.76842289, -73.96138086)",994947.3564460047,219236.30601289868
LINK-012685,Manhattan,104,3,40.762336,-73.993368,Live,135797,656 10 AVENUE,10036,mn-04-135797,01/25/2019,08/23/2018,Clinton,1081664,1010560001,1012700,WEST 46 STREET,WEST 47 STREET,NE,,"(40.76233629, -73.99336769)",986087.2928674914,217016.46805465966
LINK-010258,Manhattan,112,10,40.849854,-73.933473,Live,111623,1439 ST. NICHOLAS AVENUE,10033,mn-12-111623,02/20/2018,12/05/2017,Washington Heights North,1063943,1021650011,1027100,WEST 182 STREET,WEST 181 STREET,SW,,"(40.84985449, -73.93347331)",1002655.1095849926,248909.3620895706
LINK-012012,Brooklyn,301,33,40.733400,-73.954886,Live,125263,1007 MANHATTAN AVENUE,11222,bk-01-125263,04/14/2017,03/11/2017,Greenpoint,3064146,3025220043,3056300,HURON STREET,GREEN STREET,NW,,"(40.7334, -73.954886)",996752.9796680266,206477.1986079812
LINK-000108,Manhattan,105,3,40.767008,-73.981859,Live,122514,1785 BROADWAY,10019,mn-05-122514,07/20/2017,05/26/2017,Midtown-Midtown South,1024900,1010297501,1013700,WEST 58 STREET,WEST 57 STREET,SW,,"(40.76700781, -73.98185929)",989275.0152972058,218718.90768765286
LINK-018226,Bronx,201,8,40.812253,-73.928665,Live,145854,217 EAST 138 STREET,10451,bx-01-145854,10/19/2017,06/24/2017,Mott Haven-Port Morris,2000969,2023400001,2005100,PARK AVENUE,CANAL PLACE,NW,81626,"(40.81225338, -73.92866453)",1003996.6507524961,235210.94460021704
LINK-014398,Manhattan,112,10,40.854876,-73.929390,Live,131047,599 WEST 190 STREET,10040,mn-12-131047,06/05/2018,04/19/2018,Washington Heights North,1063863,1021610001,1027700,ST NICHOLAS AVENUE,AUDUBON AVENUE,NE,,"(40.85487571, -73.9293896)",1003783.4237992001,250739.6678479202
LINK-013521,Queens,406,29,40.720245,-73.844644,Live,124227,107-02 71 AVENUE,11375,qu-06-124227,03/09/2017,02/25/2017,Forest Hills,4078001,4032560035,4073700,AUSTIN STREET,QUEENS BOULEVARD,NE,,"(40.72024516, -73.8446443)",1027314.0531648829,201719.45008968562
LINK-001706,Manhattan,109,7,40.825419,-73.947604,Live,120565,1722 AMSTERDAM AVENUE,10031,mn-09-120565,02/01/2017,06/24/2016,Hamilton Heights,1061940,1020770030,1022900,WEST 145 STREET,WEST 146 STREET,NW,,"(40.825419, -73.947604)",998751.0735091955,240003.9513993822
LINK-012539,Manhattan,112,7,40.834189,-73.945450,Live,120348,3779 BROADWAY,10032,mn-12-120348,03/27/2018,12/20/2016,Washington Heights South,1063255,1021340090,1024100,WEST 157 STREET,WEST 156 STREET,SW,,"(40.83418925, -73.94544961)",999345.3307640218,243199.63904436678
LINK-014638,Manhattan,104,3,40.742126,-73.993522,Live,134628,675 6 AVENUE,10011,mn-04-134628,07/06/2018,10/28/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1014774,1007970037,1008700,WEST 22 STREET,WEST 21 STREET,SE,,"(40.74212565, -73.99352183)",986045.1373166838,209653.07524943352
LINK-018207,Queens,402,26,40.742631,-73.952678,Live,145782,10-51 JACKSON AVENUE,11101,qu-02-145782,03/22/2017,03/04/2017,Hunters Point-Sunnyside-West Maspeth,4000243,4000420028,4000700,50 AVENUE,49 AVENUE,NE,81607,"(40.74263091, -73.95267766)",997363.1863108632,209840.63321073353
LINK-000349,Manhattan,106,4,40.758548,-73.968951,Live,135879,900 3 AVENUE,10022,mn-06-135879,04/15/2016,02/15/2016,Turtle Bay-East Midtown,1081162,1013090032,1010000,EAST 54 STREET,EAST 55 STREET,NW,,"(40.7585484, -73.96895056)",992851.8533259708,215637.87055045366
LINK-000606,Manhattan,106,2,40.741481,-73.983198,Live,134680,81 LEXINGTON AVENUE,10016,mn-06-134680,07/19/2017,06/11/2017,Gramercy,1018134,1008820030,1006800,EAST 26 STREET,EAST 27 STREET,NE,,"(40.741481, -73.983198)",988905.9736587589,209418.5889127925
LINK-000920,Manhattan,107,3,40.769816,-73.981929,Live,133501,1860 BROADWAY,10023,mn-07-133501,09/30/2016,04/30/2016,Lincoln Square,1087510,1011147503,1014500,WEST 61 STREET,WEST 62 STREET,NE,,"(40.76981619, -73.98192926)",989255.422381852,219742.0897204131
LINK-014483,Bronx,201,17,40.817446,-73.915574,Live,118942,2922 3 AVENUE,10455,bx-01-118942,12/28/2016,10/22/2016,Melrose South-Mott Haven North,2001166,2023620021,2007100,EAST 152 STREET,EAST 151 STREET,SE,,"(40.817446, -73.915574)",1007618.4672130106,237106.02297660708
LINK-000837,Manhattan,108,4,40.767855,-73.962255,Live,120985,170 EAST 69 STREET,10065,mn-08-120985,03/29/2016,02/27/2016,Upper East Side-Carnegie Hill,1042479,1014030033,1012000,3 AVENUE,LEXINGTON AVENUE,SW,,"(40.76785489, -73.96225464)",994705.4118597263,219029.25928659365
LINK-000444,Manhattan,104,3,40.740531,-74.001807,Live,135039,104 8 AVENUE,10011,mn-04-135039,07/12/2017,06/10/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1081534,1007650001,1008100,WEST 15 STREET,WEST 16 STREET,NE,,"(40.740531, -74.001807)",983749.2581587955,209072.03238561377
LINK-000253,Manhattan,106,2,40.736214,-73.984900,Live,133527,205 3 AVENUE,10003,mn-06-133527,07/14/2016,05/21/2016,Gramercy,1019580,1008990001,1004800,EAST 19 STREET,EAST 18 STREET,SE,,"(40.736214, -73.9849)",988434.6661226131,207499.56831792742
LINK-003872,Manhattan,107,7,40.797178,-73.968223,Live,120536,836 AMSTERDAM AVENUE,10025,mn-07-120536,10/10/2016,07/30/2016,Upper West Side,1056483,1018720029,1018700,WEST 101 STREET,WEST 100 STREET,SW,,"(40.79717824, -73.96822346)",993048.1816425247,229712.0952092968
LINK-007085,Manhattan,107,6,40.774266,-73.980950,Live,120936,157 COLUMBUS AVENUE,10023,mn-07-120936,10/07/2016,08/19/2016,Lincoln Square,1028260,1011207501,1015300,WEST 67 STREET,WEST 68 STREET,NE,,"(40.77426628, -73.98094971)",989526.3957744514,221363.46356421337
LINK-011512,Brooklyn,301,34,40.702247,-73.942287,Live,126657,46 GRAHAM AVENUE,11206,bk-01-126657,08/02/2017,07/01/2017,East Williamsburg,3071613,3031200008,3049100,COOK STREET,DEBEVOISE STREET,SE,,"(40.702247, -73.942287)",1000252.167898312,195129.25945797563
LINK-002061,Manhattan,109,7,40.827580,-73.949288,Live,120434,546 WEST 147 STREET,10031,mn-09-120434,08/22/2016,08/01/2016,Hamilton Heights,1061968,1020780061,1023300,BROADWAY,AMSTERDAM AVENUE,SE,,"(40.82758, -73.949288)",998284.5553149411,240791.0082316473
LINK-010798,Manhattan,107,6,40.777377,-73.978444,Live,119836,49 WEST 72 STREET,10023,mn-07-119836,06/05/2018,02/26/2018,Lincoln Square,1028631,1011250001,1015700,COLUMBUS AVENUE,CENTRAL PARK WEST,NE,,"(40.77737709, -73.97844368)",990220.2168460535,222496.99701902643
LINK-011599,Queens,401,22,40.761913,-73.910939,Live,125105,45-02 30 AVENUE,11103,qu-01-125105,06/26/2017,05/06/2017,Astoria,4012674,4007140081,4015100,45 STREET,46 STREET,SE,,"(40.76191296, -73.91093862)",1008922.0750728946,216874.70770253986
LINK-005414,Staten Island,502,50,40.578802,-74.101669,Live,145809,2115 HYLAN BOULEVARD,10306,si-02-145809,05/25/2017,04/10/2017,New Dorp-Midland Beach,5051504,5035750067,5011402,BEDFORD AVENUE,HAMDEN AVENUE,NW,81716,"(40.578802, -74.101669)",956007.8928751065,150166.00316205993
LINK-000974,Manhattan,107,6,40.784608,-73.979776,Live,121312,246 WEST 80 STREET,10024,mn-07-121312,11/21/2016,11/04/2016,Upper West Side,1032645,1012270054,1016700,BROADWAY,WEST END AVENUE,SW,,"(40.78460807, -73.97977572)",989850.6881393035,225131.40002669021
LINK-010715,Manhattan,108,4,40.763691,-73.962235,Live,121759,1221 2 AVENUE,10065,mn-08-121759,03/20/2018,11/14/2017,Lenox Hill-Roosevelt Island,1043864,1014180021,1011000,EAST 64 STREET,EAST 63 STREET,SW,,"(40.7636906, -73.96223547)",994711.3760061167,217512.07322717458
LINK-012887,Queens,401,22,40.763553,-73.928514,Live,125092,23-55 BROADWAY,11106,qu-01-125092,05/23/2017,04/22/2017,Astoria,4006566,4005670001,4007500,CRESCENT STREET,23 STREET,NW,,"(40.76355288, -73.92851391)",1004052.8243225724,217467.72257977724
LINK-018041,Queens,406,29,40.726695,-73.853929,Live,145847,99-40 67 AVENUE,11374,qu-06-145847,07/12/2017,05/20/2017,Forest Hills,4075136,4031700027,4071306,QUEENS BOULEVARD,BOOTH STREET,SE,81461,"(40.726695, -73.853929)",1024736.450983406,204064.8945258446
LINK-019378,Bronx,204,14,40.842203,-73.916032,Live,146072,2 EAST 172 STREET,10452,bx-04-146072,04/30/2018,03/19/2018,West Concourse,2008109,2028440012,2022300,JEROME AVENUE,TOWNSEND AVENUE,SE,82154,"(40.84220263, -73.91603242)",1007482.934113929,246125.6468168944
LINK-001045,Brooklyn,307,38,40.659902,-73.998822,Live,141621,784 4 AVENUE,11232,bk-07-141621,04/13/2017,03/03/2017,Sunset Park West,3009658,3006570042,3010100,26 STREET,27 STREET,SW,,"(40.659902, -73.998822)",984576.8332738775,179696.48364299908
LINK-014303,Queens,409,32,40.692672,-73.857547,Live,133287,86-15 JAMAICA AVENUE,11421,qu-09-133287,01/16/2018,10/14/2017,Woodhaven,4181747,4088610082,4001200,87 STREET,86 STREET,NW,,"(40.692672, -73.857547)",1023753.8100734378,191667.65295261517
LINK-000052,Brooklyn,306,39,40.682483,-73.995753,Live,126394,343 COURT STREET,11231,bk-06-126394,11/21/2017,08/10/2017,Carroll Gardens-Columbia Street-Red Hook,3007004,3004280001,3007500,UNION STREET,SACKETT STREET,NE,,"(40.68248292, -73.99575348)",985427.7879652781,187923.38137332723
LINK-008689,Manhattan,105,3,40.748615,-73.992489,Live,122442,362 7 AVENUE,10001,mn-05-122442,12/09/2016,10/08/2016,Midtown-Midtown South,1014343,1007800036,1010100,WEST 30 STREET,WEST 31 STREET,NW,,"(40.74861534, -73.99248875)",986331.206848622,212017.4996678494
LINK-013817,Manhattan,103,2,40.730496,-73.980768,Live,122031,440 EAST 14 STREET,10009,mn-03-122031,07/21/2017,04/02/2017,East Village,1006019,1004410029,1003400,AVENUE A,1 AVENUE,SW,,"(40.730496, -73.980768)",989580.2254981522,205416.54605197906
LINK-005212,Manhattan,109,7,40.819600,-73.951942,Live,120561,502 WEST 136 STREET,10031,mn-09-120561,09/30/2016,07/10/2016,Manhattanville,1059799,1019880109,1022301,AMSTERDAM AVENUE,BROADWAY,SW,,"(40.8196, -73.951942)",997551.6554766942,237883.19041372463
LINK-000218,Manhattan,104,3,40.742803,-74.004170,Live,123524,103 9 AVENUE,10011,mn-04-123524,04/04/2018,02/04/2018,Hudson Yards-Chelsea-Flatiron-Union Square,1078409,1007140031,1008300,WEST 16 STREET,WEST 17 STREET,SW,,"(40.74280314, -74.00416971)",983094.5616724805,209899.86753787473
LINK-018375,Manhattan,111,8,40.791898,-73.944596,Live,146077,1928 3 AVENUE,10029,mn-11-146077,05/17/2018,02/04/2018,East Harlem South,1052036,1016340035,1017200,EAST 106 STREET,EAST 107 STREET,MIDBLOCK,81632,"(40.79189835, -73.9445962)",999591.2340044593,227791.70405535772
LINK-002062,Manhattan,109,7,40.828097,-73.949017,Live,111874,3596 BROADWAY,10031,mn-09-111874,08/03/2016,07/14/2016,Hamilton Heights,1062006,1020790061,1023300,WEST 148 STREET,WEST 147 STREET,SE,,"(40.828097, -73.949017)",998359.4449765413,240979.41376664862
